kind,i,p,j,k,w,dist_m,es_existente,name,value,uid_i,uid_p,cluster_i,cluster_p
A,3156.0,984.0,,,,159.72,,,,,,,
A,3156.0,1067.0,,,,216.90500000000003,,,,,,,
A,3156.0,1284.0,,,,93.564,,,,,,,
A,3156.0,1309.0,,,,348.44899999999996,,,,,,,
A,3156.0,1421.0,,,,162.77300000000002,,,,,,,
A,3156.0,2066.0,,,,0.0,,,,,,,
A,3156.0,2595.0,,,,103.941,,,,,,,
A,3156.0,3029.0,,,,112.62400000000001,,,,,,,
A,3157.0,197.0,,,,201.505,,,,,,,
A,3157.0,199.0,,,,135.439,,,,,,,
A,3157.0,222.0,,,,310.79699999999997,,,,,,,
A,3157.0,293.0,,,,230.129,,,,,,,
A,3157.0,540.0,,,,337.557,,,,,,,
A,3157.0,647.0,,,,109.188,,,,,,,
A,3157.0,648.0,,,,226.32899999999998,,,,,,,
A,3157.0,723.0,,,,189.767,,,,,,,
A,3157.0,917.0,,,,310.79699999999997,,,,,,,
A,3157.0,956.0,,,,230.129,,,,,,,
A,3157.0,1099.0,,,,343.54499999999996,,,,,,,
A,3157.0,1217.0,,,,339.54799999999994,,,,,,,
A,3157.0,1274.0,,,,258.474,,,,,,,
A,3157.0,1519.0,,,,286.553,,,,,,,
A,3157.0,1573.0,,,,166.82,,,,,,,
A,3157.0,1607.0,,,,302.044,,,,,,,
A,3157.0,1664.0,,,,281.01,,,,,,,
A,3157.0,1706.0,,,,166.33599999999998,,,,,,,
A,3157.0,1795.0,,,,258.54900000000004,,,,,,,
A,3157.0,1807.0,,,,244.5,,,,,,,
A,3157.0,1825.0,,,,195.36999999999998,,,,,,,
A,3157.0,1963.0,,,,325.06100000000004,,,,,,,
A,3157.0,1992.0,,,,33.115,,,,,,,
A,3157.0,2067.0,,,,0.0,,,,,,,
A,3157.0,2125.0,,,,166.33599999999998,,,,,,,
A,3157.0,2251.0,,,,260.364,,,,,,,
A,3157.0,2364.0,,,,342.68899999999996,,,,,,,
A,3157.0,2446.0,,,,219.962,,,,,,,
A,3157.0,2465.0,,,,201.505,,,,,,,
A,3157.0,2486.0,,,,220.093,,,,,,,
A,3157.0,2516.0,,,,310.79699999999997,,,,,,,
A,3157.0,2790.0,,,,336.56800000000004,,,,,,,
A,3157.0,2796.0,,,,117.737,,,,,,,
A,3157.0,2835.0,,,,86.853,,,,,,,
A,3157.0,2966.0,,,,219.962,,,,,,,
A,3158.0,595.0,,,,192.424,,,,,,,
A,3158.0,916.0,,,,131.958,,,,,,,
A,3158.0,962.0,,,,84.412,,,,,,,
A,3158.0,998.0,,,,296.28900000000004,,,,,,,
A,3158.0,1323.0,,,,166.129,,,,,,,
A,3158.0,1366.0,,,,252.221,,,,,,,
A,3158.0,1820.0,,,,296.28900000000004,,,,,,,
A,3158.0,2068.0,,,,0.0,,,,,,,
A,3158.0,2481.0,,,,362.153,,,,,,,
A,3158.0,2531.0,,,,154.76600000000002,,,,,,,
A,3158.0,2573.0,,,,137.493,,,,,,,
A,3158.0,2805.0,,,,316.32099999999997,,,,,,,
A,3159.0,160.0,,,,257.838,,,,,,,
A,3159.0,224.0,,,,288.889,,,,,,,
A,3159.0,261.0,,,,289.81600000000003,,,,,,,
A,3159.0,345.0,,,,231.463,,,,,,,
A,3159.0,409.0,,,,288.686,,,,,,,
A,3159.0,438.0,,,,258.189,,,,,,,
A,3159.0,439.0,,,,326.135,,,,,,,
A,3159.0,489.0,,,,178.258,,,,,,,
A,3159.0,512.0,,,,115.729,,,,,,,
A,3159.0,553.0,,,,363.531,,,,,,,
A,3159.0,677.0,,,,265.905,,,,,,,
A,3159.0,726.0,,,,286.589,,,,,,,
A,3159.0,958.0,,,,341.021,,,,,,,
A,3159.0,999.0,,,,271.605,,,,,,,
A,3159.0,1116.0,,,,341.021,,,,,,,
A,3159.0,1231.0,,,,272.141,,,,,,,
A,3159.0,1249.0,,,,345.778,,,,,,,
A,3159.0,1416.0,,,,212.197,,,,,,,
A,3159.0,1531.0,,,,206.42200000000003,,,,,,,
A,3159.0,1532.0,,,,285.891,,,,,,,
A,3159.0,1578.0,,,,257.838,,,,,,,
A,3159.0,1724.0,,,,109.632,,,,,,,
A,3159.0,1889.0,,,,109.632,,,,,,,
A,3159.0,2053.0,,,,202.923,,,,,,,
A,3159.0,2069.0,,,,0.0,,,,,,,
A,3159.0,2118.0,,,,259.51800000000003,,,,,,,
A,3159.0,2163.0,,,,178.188,,,,,,,
A,3159.0,2164.0,,,,309.12800000000004,,,,,,,
A,3159.0,2229.0,,,,279.12600000000003,,,,,,,
A,3159.0,2258.0,,,,272.141,,,,,,,
A,3159.0,2313.0,,,,232.937,,,,,,,
A,3159.0,2490.0,,,,279.579,,,,,,,
A,3159.0,2571.0,,,,314.104,,,,,,,
A,3159.0,2643.0,,,,122.067,,,,,,,
A,3159.0,2775.0,,,,259.51800000000003,,,,,,,
A,3159.0,2783.0,,,,201.07600000000002,,,,,,,
A,3159.0,2933.0,,,,326.135,,,,,,,
A,3159.0,2978.0,,,,121.501,,,,,,,
A,3159.0,2991.0,,,,241.93300000000002,,,,,,,
A,3159.0,3053.0,,,,201.07600000000002,,,,,,,
A,3159.0,3057.0,,,,227.006,,,,,,,
A,3159.0,3101.0,,,,234.59300000000002,,,,,,,
A,3160.0,165.0,,,,281.087,,,,,,,
A,3160.0,173.0,,,,120.816,,,,,,,
A,3160.0,230.0,,,,317.365,,,,,,,
A,3160.0,247.0,,,,209.996,,,,,,,
A,3160.0,254.0,,,,243.033,,,,,,,
A,3160.0,284.0,,,,198.79,,,,,,,
A,3160.0,300.0,,,,205.51,,,,,,,
A,3160.0,321.0,,,,194.70600000000002,,,,,,,
A,3160.0,380.0,,,,323.275,,,,,,,
A,3160.0,536.0,,,,331.38199999999995,,,,,,,
A,3160.0,676.0,,,,155.36599999999999,,,,,,,
A,3160.0,959.0,,,,194.70600000000002,,,,,,,
A,3160.0,966.0,,,,127.923,,,,,,,
A,3160.0,1035.0,,,,280.801,,,,,,,
A,3160.0,1047.0,,,,182.57299999999998,,,,,,,
A,3160.0,1095.0,,,,196.586,,,,,,,
A,3160.0,1121.0,,,,228.07200000000003,,,,,,,
A,3160.0,1124.0,,,,50.534,,,,,,,
A,3160.0,1223.0,,,,103.879,,,,,,,
A,3160.0,1225.0,,,,103.879,,,,,,,
A,3160.0,1264.0,,,,307.177,,,,,,,
A,3160.0,1349.0,,,,178.091,,,,,,,
A,3160.0,1410.0,,,,38.84,,,,,,,
A,3160.0,1454.0,,,,266.71000000000004,,,,,,,
A,3160.0,1463.0,,,,258.875,,,,,,,
A,3160.0,1646.0,,,,327.381,,,,,,,
A,3160.0,1667.0,,,,76.441,,,,,,,
A,3160.0,1779.0,,,,194.70600000000002,,,,,,,
A,3160.0,1849.0,,,,194.70600000000002,,,,,,,
A,3160.0,1968.0,,,,319.225,,,,,,,
A,3160.0,2070.0,,,,0.0,,,,,,,
A,3160.0,2109.0,,,,251.137,,,,,,,
A,3160.0,2117.0,,,,194.70600000000002,,,,,,,
A,3160.0,2241.0,,,,156.418,,,,,,,
A,3160.0,2264.0,,,,257.489,,,,,,,
A,3160.0,2287.0,,,,58.998999999999995,,,,,,,
A,3160.0,2310.0,,,,319.225,,,,,,,
A,3160.0,2406.0,,,,125.67699999999999,,,,,,,
A,3160.0,2462.0,,,,119.369,,,,,,,
A,3160.0,2520.0,,,,280.801,,,,,,,
A,3160.0,2697.0,,,,291.637,,,,,,,
A,3160.0,2772.0,,,,266.71000000000004,,,,,,,
A,3160.0,2773.0,,,,125.67699999999999,,,,,,,
A,3160.0,2812.0,,,,84.375,,,,,,,
A,3160.0,2846.0,,,,251.137,,,,,,,
A,3160.0,2973.0,,,,251.137,,,,,,,
A,3160.0,3049.0,,,,359.554,,,,,,,
A,3161.0,1113.0,,,,54.795,,,,,,,
A,3161.0,1418.0,,,,49.066,,,,,,,
A,3161.0,1672.0,,,,54.795,,,,,,,
A,3161.0,2071.0,,,,0.0,,,,,,,
A,3162.0,2.0,,,,307.638,,,,,,,
A,3162.0,1161.0,,,,225.947,,,,,,,
A,3162.0,2305.0,,,,241.36700000000002,,,,,,,
A,3162.0,2928.0,,,,225.947,,,,,,,
A,3163.0,268.0,,,,183.12099999999998,,,,,,,
A,3163.0,399.0,,,,365.36400000000003,,,,,,,
A,3163.0,596.0,,,,255.564,,,,,,,
A,3163.0,618.0,,,,61.708999999999996,,,,,,,
A,3163.0,873.0,,,,213.111,,,,,,,
A,3163.0,1079.0,,,,329.896,,,,,,,
A,3163.0,1318.0,,,,132.719,,,,,,,
A,3163.0,1545.0,,,,335.85099999999994,,,,,,,
A,3163.0,1582.0,,,,262.142,,,,,,,
A,3163.0,2072.0,,,,0.0,,,,,,,
A,3163.0,2333.0,,,,262.142,,,,,,,
A,3163.0,2743.0,,,,0.0,,,,,,,
A,3163.0,3077.0,,,,84.935,,,,,,,
A,3164.0,68.0,,,,349.858,,,,,,,
A,3164.0,473.0,,,,321.775,,,,,,,
A,3164.0,479.0,,,,94.848,,,,,,,
A,3164.0,555.0,,,,237.57300000000004,,,,,,,
A,3164.0,885.0,,,,134.936,,,,,,,
A,3164.0,1075.0,,,,349.858,,,,,,,
A,3164.0,1299.0,,,,279.98,,,,,,,
A,3164.0,1332.0,,,,321.775,,,,,,,
A,3164.0,1541.0,,,,335.024,,,,,,,
A,3164.0,1738.0,,,,283.537,,,,,,,
A,3164.0,2073.0,,,,0.0,,,,,,,
A,3164.0,2208.0,,,,319.44,,,,,,,
A,3164.0,2296.0,,,,94.848,,,,,,,
A,3164.0,2719.0,,,,38.045,,,,,,,
A,3164.0,3058.0,,,,154.626,,,,,,,
A,3165.0,36.0,,,,0.0,,,,,,,
A,3165.0,43.0,,,,0.0,,,,,,,
A,3165.0,642.0,,,,352.179,,,,,,,
A,3166.0,146.0,,,,336.133,,,,,,,
A,3166.0,230.0,,,,142.724,,,,,,,
A,3166.0,245.0,,,,69.68599999999999,,,,,,,
A,3166.0,247.0,,,,249.19,,,,,,,
A,3166.0,380.0,,,,160.60000000000002,,,,,,,
A,3166.0,460.0,,,,209.488,,,,,,,
A,3166.0,485.0,,,,231.431,,,,,,,
A,3166.0,506.0,,,,312.089,,,,,,,
A,3166.0,511.0,,,,210.887,,,,,,,
A,3166.0,625.0,,,,126.016,,,,,,,
A,3166.0,688.0,,,,174.721,,,,,,,
A,3166.0,812.0,,,,280.094,,,,,,,
A,3166.0,859.0,,,,146.653,,,,,,,
A,3166.0,872.0,,,,275.6,,,,,,,
A,3166.0,960.0,,,,336.133,,,,,,,
A,3166.0,964.0,,,,92.12,,,,,,,
A,3166.0,1032.0,,,,280.094,,,,,,,
A,3166.0,1035.0,,,,179.28799999999998,,,,,,,
A,3166.0,1050.0,,,,338.45000000000005,,,,,,,
A,3166.0,1107.0,,,,265.895,,,,,,,
A,3166.0,1261.0,,,,312.089,,,,,,,
A,3166.0,1305.0,,,,280.094,,,,,,,
A,3166.0,1349.0,,,,281.095,,,,,,,
A,3166.0,1463.0,,,,204.211,,,,,,,
A,3166.0,1500.0,,,,33.55,,,,,,,
A,3166.0,1547.0,,,,33.778,,,,,,,
A,3166.0,1599.0,,,,69.983,,,,,,,
A,3166.0,1683.0,,,,338.45000000000005,,,,,,,
A,3166.0,1968.0,,,,139.961,,,,,,,
A,3166.0,1984.0,,,,244.253,,,,,,,
A,3166.0,1998.0,,,,338.45000000000005,,,,,,,
A,3166.0,2074.0,,,,0.0,,,,,,,
A,3166.0,2310.0,,,,139.961,,,,,,,
A,3166.0,2406.0,,,,333.509,,,,,,,
A,3166.0,2520.0,,,,179.28799999999998,,,,,,,
A,3166.0,2564.0,,,,244.253,,,,,,,
A,3166.0,2607.0,,,,231.431,,,,,,,
A,3166.0,2610.0,,,,104.863,,,,,,,
A,3166.0,2667.0,,,,162.097,,,,,,,
A,3166.0,2697.0,,,,192.23800000000003,,,,,,,
A,3166.0,2755.0,,,,338.45000000000005,,,,,,,
A,3166.0,2773.0,,,,333.509,,,,,,,
A,3166.0,3049.0,,,,125.25999999999999,,,,,,,
A,3167.0,107.0,,,,241.94899999999998,,,,,,,
A,3167.0,161.0,,,,337.166,,,,,,,
A,3167.0,306.0,,,,256.928,,,,,,,
A,3167.0,325.0,,,,231.98600000000002,,,,,,,
A,3167.0,382.0,,,,317.65500000000003,,,,,,,
A,3167.0,410.0,,,,145.462,,,,,,,
A,3167.0,431.0,,,,349.71799999999996,,,,,,,
A,3167.0,499.0,,,,348.414,,,,,,,
A,3167.0,514.0,,,,146.074,,,,,,,
A,3167.0,556.0,,,,148.96900000000002,,,,,,,
A,3167.0,816.0,,,,195.997,,,,,,,
A,3167.0,1132.0,,,,317.65500000000003,,,,,,,
A,3167.0,1209.0,,,,300.92,,,,,,,
A,3167.0,1451.0,,,,250.53900000000002,,,,,,,
A,3167.0,1596.0,,,,344.19000000000005,,,,,,,
A,3167.0,1615.0,,,,0.0,,,,,,,
A,3167.0,1651.0,,,,364.492,,,,,,,
A,3167.0,1686.0,,,,251.367,,,,,,,
A,3167.0,2055.0,,,,282.253,,,,,,,
A,3167.0,2075.0,,,,0.0,,,,,,,
A,3167.0,2146.0,,,,282.253,,,,,,,
A,3167.0,2265.0,,,,245.522,,,,,,,
A,3167.0,2332.0,,,,290.192,,,,,,,
A,3167.0,2339.0,,,,178.46400000000003,,,,,,,
A,3167.0,2378.0,,,,251.367,,,,,,,
A,3167.0,2508.0,,,,236.221,,,,,,,
A,3167.0,2581.0,,,,94.957,,,,,,,
A,3167.0,2592.0,,,,245.778,,,,,,,
A,3167.0,2857.0,,,,282.253,,,,,,,
A,3167.0,2999.0,,,,317.65500000000003,,,,,,,
A,3168.0,150.0,,,,149.25300000000001,,,,,,,
A,3168.0,274.0,,,,75.328,,,,,,,
A,3168.0,746.0,,,,39.363,,,,,,,
A,3168.0,839.0,,,,75.328,,,,,,,
A,3168.0,1517.0,,,,194.17000000000002,,,,,,,
A,3168.0,1616.0,,,,0.0,,,,,,,
A,3168.0,1980.0,,,,174.434,,,,,,,
A,3168.0,2076.0,,,,0.0,,,,,,,
A,3168.0,2207.0,,,,282.93899999999996,,,,,,,
A,3168.0,2947.0,,,,205.46599999999998,,,,,,,
A,3169.0,17.0,,,,323.21500000000003,,,,,,,
A,3169.0,45.0,,,,334.808,,,,,,,
A,3170.0,35.0,,,,245.227,,,,,,,
A,3170.0,47.0,,,,218.243,,,,,,,
A,3171.0,277.0,,,,276.676,,,,,,,
A,3171.0,316.0,,,,247.587,,,,,,,
A,3171.0,570.0,,,,111.615,,,,,,,
A,3171.0,752.0,,,,149.678,,,,,,,
A,3171.0,871.0,,,,292.687,,,,,,,
A,3171.0,1082.0,,,,56.322,,,,,,,
A,3171.0,2077.0,,,,0.0,,,,,,,
A,3171.0,2205.0,,,,55.391,,,,,,,
A,3171.0,2318.0,,,,55.391,,,,,,,
A,3171.0,2721.0,,,,253.292,,,,,,,
A,3171.0,2832.0,,,,148.148,,,,,,,
A,3172.0,239.0,,,,106.015,,,,,,,
A,3172.0,448.0,,,,197.622,,,,,,,
A,3172.0,2144.0,,,,201.95999999999998,,,,,,,
A,3173.0,544.0,,,,361.891,,,,,,,
A,3173.0,623.0,,,,275.81800000000004,,,,,,,
A,3173.0,861.0,,,,226.02300000000002,,,,,,,
A,3173.0,1169.0,,,,109.118,,,,,,,
A,3173.0,1727.0,,,,258.791,,,,,,,
A,3173.0,2045.0,,,,168.449,,,,,,,
A,3173.0,2078.0,,,,0.0,,,,,,,
A,3173.0,3040.0,,,,168.449,,,,,,,
A,3174.0,57.0,,,,215.20399999999998,,,,,,,
A,3175.0,131.0,,,,311.167,,,,,,,
A,3175.0,448.0,,,,281.451,,,,,,,
A,3175.0,938.0,,,,360.901,,,,,,,
A,3175.0,1248.0,,,,308.24,,,,,,,
A,3176.0,354.0,,,,101.27000000000001,,,,,,,
A,3176.0,401.0,,,,262.072,,,,,,,
A,3176.0,750.0,,,,51.521,,,,,,,
A,3176.0,1174.0,,,,293.171,,,,,,,
A,3176.0,1212.0,,,,183.67000000000002,,,,,,,
A,3176.0,1282.0,,,,124.893,,,,,,,
A,3176.0,1491.0,,,,122.96000000000001,,,,,,,
A,3176.0,2079.0,,,,0.0,,,,,,,
A,3176.0,2285.0,,,,256.808,,,,,,,
A,3176.0,2294.0,,,,236.613,,,,,,,
A,3176.0,2306.0,,,,149.847,,,,,,,
A,3176.0,2372.0,,,,130.968,,,,,,,
A,3176.0,2907.0,,,,291.565,,,,,,,
A,3177.0,124.0,,,,137.654,,,,,,,
A,3177.0,156.0,,,,176.017,,,,,,,
A,3177.0,344.0,,,,170.106,,,,,,,
A,3177.0,406.0,,,,91.428,,,,,,,
A,3177.0,471.0,,,,56.792,,,,,,,
A,3177.0,685.0,,,,111.52799999999999,,,,,,,
A,3177.0,738.0,,,,228.262,,,,,,,
A,3177.0,1020.0,,,,225.53699999999998,,,,,,,
A,3177.0,1137.0,,,,127.805,,,,,,,
A,3177.0,1138.0,,,,228.262,,,,,,,
A,3177.0,1210.0,,,,335.547,,,,,,,
A,3177.0,1444.0,,,,350.44399999999996,,,,,,,
A,3177.0,1446.0,,,,171.78300000000002,,,,,,,
A,3177.0,1718.0,,,,298.63,,,,,,,
A,3177.0,1909.0,,,,330.193,,,,,,,
A,3177.0,1986.0,,,,238.234,,,,,,,
A,3177.0,2006.0,,,,338.415,,,,,,,
A,3177.0,2080.0,,,,0.0,,,,,,,
A,3177.0,2368.0,,,,52.606,,,,,,,
A,3177.0,2766.0,,,,195.75,,,,,,,
A,3177.0,2893.0,,,,298.63,,,,,,,
A,3177.0,3098.0,,,,223.505,,,,,,,
A,3178.0,69.0,,,,285.834,,,,,,,
A,3178.0,74.0,,,,118.786,,,,,,,
A,3178.0,209.0,,,,284.209,,,,,,,
A,3178.0,262.0,,,,337.54400000000004,,,,,,,
A,3178.0,279.0,,,,349.148,,,,,,,
A,3178.0,305.0,,,,204.00699999999998,,,,,,,
A,3178.0,515.0,,,,170.47799999999998,,,,,,,
A,3178.0,523.0,,,,337.54400000000004,,,,,,,
A,3178.0,575.0,,,,338.442,,,,,,,
A,3178.0,667.0,,,,206.44,,,,,,,
A,3178.0,709.0,,,,233.059,,,,,,,
A,3178.0,725.0,,,,282.467,,,,,,,
A,3178.0,857.0,,,,0.0,,,,,,,
A,3178.0,904.0,,,,207.105,,,,,,,
A,3178.0,1092.0,,,,238.329,,,,,,,
A,3178.0,1125.0,,,,195.85999999999999,,,,,,,
A,3178.0,1170.0,,,,343.59499999999997,,,,,,,
A,3178.0,1194.0,,,,337.54400000000004,,,,,,,
A,3178.0,1281.0,,,,238.329,,,,,,,
A,3178.0,1283.0,,,,132.753,,,,,,,
A,3178.0,1319.0,,,,312.457,,,,,,,
A,3178.0,1691.0,,,,153.659,,,,,,,
A,3178.0,1699.0,,,,245.494,,,,,,,
A,3178.0,2023.0,,,,254.195,,,,,,,
A,3178.0,2050.0,,,,153.659,,,,,,,
A,3178.0,2081.0,,,,0.0,,,,,,,
A,3178.0,2112.0,,,,276.465,,,,,,,
A,3178.0,2222.0,,,,349.148,,,,,,,
A,3178.0,2307.0,,,,304.76199999999994,,,,,,,
A,3178.0,2349.0,,,,269.416,,,,,,,
A,3178.0,2354.0,,,,204.00699999999998,,,,,,,
A,3178.0,2550.0,,,,204.00699999999998,,,,,,,
A,3178.0,2561.0,,,,276.15599999999995,,,,,,,
A,3178.0,2575.0,,,,158.81900000000002,,,,,,,
A,3178.0,2861.0,,,,181.704,,,,,,,
A,3178.0,2946.0,,,,319.07599999999996,,,,,,,
A,3179.0,29.0,,,,364.793,,,,,,,
A,3179.0,34.0,,,,279.694,,,,,,,
A,3179.0,273.0,,,,290.996,,,,,,,
A,3179.0,540.0,,,,304.793,,,,,,,
A,3179.0,935.0,,,,134.511,,,,,,,
A,3179.0,1293.0,,,,82.147,,,,,,,
A,3179.0,1360.0,,,,344.528,,,,,,,
A,3179.0,1653.0,,,,188.349,,,,,,,
A,3179.0,2195.0,,,,271.848,,,,,,,
A,3179.0,2226.0,,,,129.397,,,,,,,
A,3179.0,2648.0,,,,188.349,,,,,,,
A,3179.0,2790.0,,,,294.72,,,,,,,
A,3179.0,3065.0,,,,302.399,,,,,,,
A,3180.0,2859.0,,,,194.94099999999997,,,,,,,
A,3181.0,121.0,,,,362.08000000000004,,,,,,,
A,3181.0,513.0,,,,310.962,,,,,,,
A,3181.0,564.0,,,,199.113,,,,,,,
A,3181.0,628.0,,,,203.39100000000002,,,,,,,
A,3181.0,809.0,,,,362.08000000000004,,,,,,,
A,3181.0,926.0,,,,201.04500000000002,,,,,,,
A,3181.0,1023.0,,,,99.055,,,,,,,
A,3181.0,1149.0,,,,298.42600000000004,,,,,,,
A,3181.0,1203.0,,,,104.293,,,,,,,
A,3181.0,1272.0,,,,362.08000000000004,,,,,,,
A,3181.0,1373.0,,,,313.194,,,,,,,
A,3181.0,1406.0,,,,0.0,,,,,,,
A,3181.0,1457.0,,,,248.901,,,,,,,
A,3181.0,1512.0,,,,99.055,,,,,,,
A,3181.0,1558.0,,,,362.08000000000004,,,,,,,
A,3181.0,1581.0,,,,150.20600000000002,,,,,,,
A,3181.0,1613.0,,,,157.17800000000003,,,,,,,
A,3181.0,1623.0,,,,310.962,,,,,,,
A,3181.0,1855.0,,,,300.012,,,,,,,
A,3181.0,1880.0,,,,99.055,,,,,,,
A,3181.0,2082.0,,,,0.0,,,,,,,
A,3181.0,2150.0,,,,243.93,,,,,,,
A,3181.0,2213.0,,,,362.08000000000004,,,,,,,
A,3181.0,2240.0,,,,244.60000000000002,,,,,,,
A,3181.0,2268.0,,,,310.962,,,,,,,
A,3181.0,2459.0,,,,310.962,,,,,,,
A,3181.0,2530.0,,,,316.58500000000004,,,,,,,
A,3181.0,2586.0,,,,294.374,,,,,,,
A,3181.0,2736.0,,,,252.36900000000003,,,,,,,
A,3181.0,2920.0,,,,297.596,,,,,,,
A,3181.0,2949.0,,,,293.942,,,,,,,
A,3181.0,2952.0,,,,199.689,,,,,,,
A,3181.0,3054.0,,,,244.60000000000002,,,,,,,
A,3181.0,3068.0,,,,199.113,,,,,,,
A,3182.0,339.0,,,,280.58299999999997,,,,,,,
A,3182.0,1090.0,,,,281.182,,,,,,,
A,3182.0,1515.0,,,,330.606,,,,,,,
A,3183.0,13.0,,,,339.787,,,,,,,
A,3183.0,23.0,,,,276.31100000000004,,,,,,,
A,3183.0,38.0,,,,295.516,,,,,,,
A,3184.0,447.0,,,,288.775,,,,,,,
A,3184.0,466.0,,,,307.05100000000004,,,,,,,
A,3184.0,743.0,,,,71.874,,,,,,,
A,3184.0,755.0,,,,251.0,,,,,,,
A,3184.0,991.0,,,,0.0,,,,,,,
A,3184.0,1109.0,,,,186.66199999999998,,,,,,,
A,3184.0,1171.0,,,,108.717,,,,,,,
A,3184.0,1550.0,,,,108.717,,,,,,,
A,3184.0,1604.0,,,,351.466,,,,,,,
A,3184.0,1841.0,,,,0.0,,,,,,,
A,3184.0,1930.0,,,,266.73699999999997,,,,,,,
A,3184.0,2083.0,,,,0.0,,,,,,,
A,3184.0,2284.0,,,,299.645,,,,,,,
A,3184.0,2409.0,,,,244.33399999999997,,,,,,,
A,3184.0,2411.0,,,,363.779,,,,,,,
A,3184.0,2485.0,,,,358.553,,,,,,,
A,3184.0,2677.0,,,,351.466,,,,,,,
A,3184.0,2787.0,,,,0.0,,,,,,,
A,3184.0,2898.0,,,,307.05100000000004,,,,,,,
A,3185.0,1427.0,,,,345.09099999999995,,,,,,,
A,3185.0,1761.0,,,,350.94,,,,,,,
A,3185.0,2107.0,,,,350.94,,,,,,,
A,3185.0,2597.0,,,,318.953,,,,,,,
A,3186.0,54.0,,,,280.748,,,,,,,
A,3186.0,697.0,,,,189.20499999999998,,,,,,,
A,3186.0,814.0,,,,237.83499999999998,,,,,,,
A,3186.0,1856.0,,,,191.124,,,,,,,
A,3186.0,2623.0,,,,171.962,,,,,,,
A,3186.0,2624.0,,,,237.83499999999998,,,,,,,
A,3186.0,2694.0,,,,191.124,,,,,,,
A,3186.0,3025.0,,,,349.312,,,,,,,
A,3187.0,390.0,,,,257.424,,,,,,,
A,3187.0,543.0,,,,259.452,,,,,,,
A,3187.0,599.0,,,,168.902,,,,,,,
A,3187.0,811.0,,,,222.346,,,,,,,
A,3187.0,1370.0,,,,238.95999999999998,,,,,,,
A,3187.0,1518.0,,,,110.585,,,,,,,
A,3187.0,1539.0,,,,257.424,,,,,,,
A,3187.0,1686.0,,,,286.822,,,,,,,
A,3187.0,1996.0,,,,220.379,,,,,,,
A,3187.0,2084.0,,,,0.0,,,,,,,
A,3187.0,2227.0,,,,365.56600000000003,,,,,,,
A,3187.0,2378.0,,,,286.822,,,,,,,
A,3187.0,2764.0,,,,304.841,,,,,,,
A,3187.0,2839.0,,,,350.93199999999996,,,,,,,
A,3187.0,2944.0,,,,48.916,,,,,,,
A,3187.0,2960.0,,,,319.741,,,,,,,
A,3187.0,3015.0,,,,325.124,,,,,,,
A,3188.0,801.0,,,,335.433,,,,,,,
A,3188.0,2714.0,,,,354.069,,,,,,,
A,3189.0,374.0,,,,338.969,,,,,,,
A,3189.0,548.0,,,,309.096,,,,,,,
A,3189.0,1027.0,,,,322.577,,,,,,,
A,3189.0,2085.0,,,,0.0,,,,,,,
A,3189.0,2120.0,,,,297.626,,,,,,,
A,3189.0,2124.0,,,,338.714,,,,,,,
A,3189.0,2154.0,,,,280.032,,,,,,,
A,3189.0,2289.0,,,,212.81699999999998,,,,,,,
A,3189.0,2323.0,,,,256.548,,,,,,,
A,3189.0,2698.0,,,,338.969,,,,,,,
A,3189.0,2814.0,,,,322.577,,,,,,,
A,3190.0,148.0,,,,116.443,,,,,,,
A,3190.0,228.0,,,,239.293,,,,,,,
A,3190.0,352.0,,,,267.821,,,,,,,
A,3190.0,1061.0,,,,130.651,,,,,,,
A,3190.0,1069.0,,,,335.48,,,,,,,
A,3190.0,1341.0,,,,181.775,,,,,,,
A,3190.0,1346.0,,,,130.651,,,,,,,
A,3190.0,1818.0,,,,257.806,,,,,,,
A,3190.0,1913.0,,,,65.878,,,,,,,
A,3190.0,1969.0,,,,327.469,,,,,,,
A,3190.0,2087.0,,,,0.0,,,,,,,
A,3190.0,2376.0,,,,257.806,,,,,,,
A,3190.0,2382.0,,,,229.109,,,,,,,
A,3190.0,2493.0,,,,234.2,,,,,,,
A,3190.0,2553.0,,,,130.651,,,,,,,
A,3190.0,2590.0,,,,267.821,,,,,,,
A,3190.0,2819.0,,,,170.74200000000002,,,,,,,
A,3190.0,2977.0,,,,176.54399999999998,,,,,,,
A,3190.0,3075.0,,,,65.878,,,,,,,
A,3191.0,159.0,,,,0.0,,,,,,,
A,3191.0,612.0,,,,0.0,,,,,,,
A,3191.0,2088.0,,,,0.0,,,,,,,
A,3191.0,2379.0,,,,332.309,,,,,,,
A,3191.0,2518.0,,,,0.0,,,,,,,
A,3192.0,387.0,,,,0.0,,,,,,,
A,3192.0,1144.0,,,,0.0,,,,,,,
A,3192.0,1864.0,,,,0.0,,,,,,,
A,3192.0,1982.0,,,,0.0,,,,,,,
A,3192.0,2089.0,,,,0.0,,,,,,,
A,3192.0,2445.0,,,,0.0,,,,,,,
A,3192.0,2778.0,,,,0.0,,,,,,,
A,3193.0,152.0,,,,358.326,,,,,,,
A,3193.0,850.0,,,,131.819,,,,,,,
A,3193.0,1803.0,,,,336.606,,,,,,,
A,3193.0,2090.0,,,,0.0,,,,,,,
A,3193.0,2701.0,,,,349.019,,,,,,,
A,3193.0,2824.0,,,,7.628,,,,,,,
A,3194.0,5.0,,,,135.363,,,,,,,
A,3194.0,1986.0,,,,229.87400000000002,,,,,,,
