kind,i,p,j,k,w,dist_m,es_existente,name,value,uid_i,uid_p,cluster_i,cluster_p
P,,1991.0,,,,,False,,,,3454.0,,0.0
P,,1992.0,,,,,False,,,,3455.0,,0.0
P,,1993.0,,,,,False,,,,3459.0,,1.0
P,,1994.0,,,,,False,,,,3461.0,,1.0
P,,1995.0,,,,,False,,,,3463.0,,2.0
P,,1996.0,,,,,False,,,,3465.0,,2.0
P,,1997.0,,,,,False,,,,3466.0,,1.0
P,,1998.0,,,,,False,,,,3467.0,,1.0
P,,1999.0,,,,,False,,,,3468.0,,0.0
P,,2000.0,,,,,False,,,,3470.0,,5.0
P,,2001.0,,,,,False,,,,3475.0,,2.0
P,,2002.0,,,,,False,,,,3483.0,,1.0
P,,2003.0,,,,,False,,,,3484.0,,1.0
P,,2004.0,,,,,False,,,,3485.0,,4.0
P,,2005.0,,,,,False,,,,3487.0,,4.0
P,,2006.0,,,,,False,,,,3489.0,,3.0
P,,2007.0,,,,,False,,,,3490.0,,4.0
P,,2008.0,,,,,False,,,,3492.0,,4.0
P,,2009.0,,,,,False,,,,3493.0,,1.0
P,,2010.0,,,,,False,,,,3494.0,,2.0
P,,2011.0,,,,,False,,,,3496.0,,1.0
P,,2012.0,,,,,False,,,,3500.0,,1.0
P,,2013.0,,,,,False,,,,3502.0,,3.0
P,,2014.0,,,,,False,,,,3503.0,,4.0
P,,2015.0,,,,,False,,,,3507.0,,1.0
P,,2016.0,,,,,False,,,,3508.0,,1.0
P,,2017.0,,,,,False,,,,3511.0,,1.0
P,,2018.0,,,,,False,,,,3512.0,,4.0
P,,2019.0,,,,,False,,,,3513.0,,4.0
P,,2020.0,,,,,False,,,,3514.0,,0.0
P,,2021.0,,,,,False,,,,3515.0,,1.0
P,,2022.0,,,,,False,,,,3518.0,,1.0
P,,2023.0,,,,,False,,,,3520.0,,1.0
P,,2024.0,,,,,False,,,,3523.0,,1.0
P,,2025.0,,,,,False,,,,3525.0,,5.0
P,,2026.0,,,,,False,,,,3526.0,,1.0
P,,2027.0,,,,,False,,,,3528.0,,2.0
P,,2028.0,,,,,False,,,,3529.0,,1.0
P,,2029.0,,,,,False,,,,3534.0,,1.0
P,,2030.0,,,,,False,,,,3536.0,,3.0
P,,2031.0,,,,,False,,,,3538.0,,0.0
P,,2032.0,,,,,False,,,,3540.0,,2.0
P,,2033.0,,,,,False,,,,3542.0,,2.0
P,,2034.0,,,,,False,,,,3544.0,,1.0
P,,2035.0,,,,,False,,,,3545.0,,0.0
P,,2036.0,,,,,False,,,,3546.0,,0.0
P,,2037.0,,,,,False,,,,3548.0,,4.0
P,,2038.0,,,,,False,,,,3550.0,,1.0
P,,2039.0,,,,,False,,,,3551.0,,0.0
P,,2040.0,,,,,False,,,,3552.0,,3.0
P,,2041.0,,,,,False,,,,3554.0,,1.0
P,,2042.0,,,,,False,,,,3555.0,,1.0
P,,2043.0,,,,,False,,,,3557.0,,4.0
P,,2044.0,,,,,False,,,,3559.0,,1.0
P,,2045.0,,,,,False,,,,3561.0,,2.0
P,,2046.0,,,,,False,,,,3562.0,,5.0
P,,2047.0,,,,,False,,,,3563.0,,1.0
P,,2048.0,,,,,False,,,,3564.0,,1.0
P,,2049.0,,,,,False,,,,3565.0,,4.0
P,,2050.0,,,,,False,,,,3567.0,,1.0
P,,2051.0,,,,,False,,,,3568.0,,5.0
P,,2052.0,,,,,False,,,,3569.0,,1.0
P,,2053.0,,,,,False,,,,3570.0,,5.0
P,,2054.0,,,,,False,,,,3571.0,,1.0
P,,2055.0,,,,,False,,,,3572.0,,2.0
P,,2056.0,,,,,False,,,,3574.0,,1.0
P,,2057.0,,,,,False,,,,3576.0,,0.0
P,,2058.0,,,,,False,,,,3577.0,,4.0
P,,2059.0,,,,,False,,,,3579.0,,2.0
P,,2060.0,,,,,False,,,,3581.0,,1.0
P,,2061.0,,,,,False,,,,3582.0,,1.0
P,,2062.0,,,,,False,,,,3584.0,,1.0
P,,2063.0,,,,,False,,,,3585.0,,2.0
P,,2064.0,,,,,False,,,,3587.0,,3.0
P,,2065.0,,,,,False,,,,3588.0,,1.0
P,,2066.0,,,,,False,,,,3589.0,,2.0
P,,2067.0,,,,,False,,,,3590.0,,0.0
P,,2068.0,,,,,False,,,,3591.0,,5.0
P,,2069.0,,,,,False,,,,3592.0,,5.0
P,,2070.0,,,,,False,,,,3593.0,,1.0
P,,2071.0,,,,,False,,,,3594.0,,1.0
P,,2072.0,,,,,False,,,,3596.0,,1.0
P,,2073.0,,,,,False,,,,3597.0,,1.0
P,,2074.0,,,,,False,,,,3599.0,,1.0
P,,2075.0,,,,,False,,,,3600.0,,2.0
P,,2076.0,,,,,False,,,,3601.0,,1.0
P,,2077.0,,,,,False,,,,3604.0,,2.0
P,,2078.0,,,,,False,,,,3606.0,,2.0
P,,2079.0,,,,,False,,,,3609.0,,1.0
P,,2080.0,,,,,False,,,,3610.0,,3.0
P,,2081.0,,,,,False,,,,3611.0,,1.0
P,,2082.0,,,,,False,,,,3615.0,,2.0
P,,2083.0,,,,,False,,,,3619.0,,0.0
P,,2084.0,,,,,False,,,,3623.0,,2.0
P,,2085.0,,,,,False,,,,3625.0,,2.0
P,,2086.0,,,,,False,,,,3626.0,,1.0
P,,2087.0,,,,,False,,,,3627.0,,2.0
P,,2088.0,,,,,False,,,,3628.0,,0.0
P,,2089.0,,,,,False,,,,3629.0,,2.0
P,,2090.0,,,,,False,,,,3630.0,,1.0
P,,2091.0,,,,,False,,,,3632.0,,4.0
P,,2092.0,,,,,False,,,,3633.0,,3.0
P,,2093.0,,,,,False,,,,3634.0,,1.0
P,,2094.0,,,,,False,,,,3635.0,,3.0
P,,2095.0,,,,,False,,,,3636.0,,4.0
P,,2096.0,,,,,False,,,,3637.0,,1.0
P,,2097.0,,,,,False,,,,3638.0,,1.0
P,,2098.0,,,,,False,,,,3640.0,,1.0
P,,2099.0,,,,,False,,,,3641.0,,2.0
P,,2100.0,,,,,False,,,,3643.0,,4.0
P,,2101.0,,,,,False,,,,3644.0,,0.0
P,,2102.0,,,,,False,,,,3645.0,,2.0
P,,2103.0,,,,,False,,,,3647.0,,1.0
P,,2104.0,,,,,False,,,,3649.0,,1.0
P,,2105.0,,,,,False,,,,3650.0,,2.0
P,,2106.0,,,,,False,,,,3652.0,,3.0
P,,2107.0,,,,,False,,,,3653.0,,3.0
P,,2108.0,,,,,False,,,,3654.0,,3.0
P,,2109.0,,,,,False,,,,3655.0,,1.0
P,,2110.0,,,,,False,,,,3658.0,,1.0
P,,2111.0,,,,,False,,,,3660.0,,1.0
P,,2112.0,,,,,False,,,,3661.0,,1.0
P,,2113.0,,,,,False,,,,3663.0,,2.0
P,,2114.0,,,,,False,,,,3665.0,,0.0
P,,2115.0,,,,,False,,,,3666.0,,1.0
P,,2116.0,,,,,False,,,,3669.0,,1.0
P,,2117.0,,,,,False,,,,3670.0,,1.0
P,,2118.0,,,,,False,,,,3673.0,,5.0
P,,2119.0,,,,,False,,,,3674.0,,3.0
P,,2120.0,,,,,False,,,,3676.0,,2.0
P,,2121.0,,,,,False,,,,3677.0,,0.0
P,,2122.0,,,,,False,,,,3678.0,,4.0
P,,2123.0,,,,,False,,,,3680.0,,3.0
P,,2124.0,,,,,False,,,,3681.0,,2.0
P,,2125.0,,,,,False,,,,3684.0,,0.0
P,,2126.0,,,,,False,,,,3685.0,,1.0
P,,2127.0,,,,,False,,,,3688.0,,1.0
P,,2128.0,,,,,False,,,,3689.0,,4.0
P,,2129.0,,,,,False,,,,3690.0,,1.0
P,,2130.0,,,,,False,,,,3691.0,,4.0
P,,2131.0,,,,,False,,,,3692.0,,2.0
P,,2132.0,,,,,False,,,,3693.0,,1.0
P,,2133.0,,,,,False,,,,3696.0,,0.0
P,,2134.0,,,,,False,,,,3698.0,,0.0
P,,2135.0,,,,,False,,,,3699.0,,5.0
P,,2136.0,,,,,False,,,,3700.0,,2.0
P,,2137.0,,,,,False,,,,3701.0,,4.0
P,,2138.0,,,,,False,,,,3702.0,,0.0
P,,2139.0,,,,,False,,,,3704.0,,4.0
P,,2140.0,,,,,False,,,,3707.0,,1.0
P,,2141.0,,,,,False,,,,3710.0,,2.0
P,,2142.0,,,,,False,,,,3711.0,,2.0
P,,2143.0,,,,,False,,,,3712.0,,5.0
P,,2144.0,,,,,False,,,,3713.0,,2.0
P,,2145.0,,,,,False,,,,3715.0,,4.0
P,,2146.0,,,,,False,,,,3716.0,,2.0
P,,2147.0,,,,,False,,,,3718.0,,1.0
P,,2148.0,,,,,False,,,,3719.0,,1.0
P,,2149.0,,,,,False,,,,3720.0,,1.0
P,,2150.0,,,,,False,,,,3721.0,,2.0
P,,2151.0,,,,,False,,,,3724.0,,3.0
P,,2152.0,,,,,False,,,,3725.0,,1.0
P,,2153.0,,,,,False,,,,3727.0,,0.0
P,,2154.0,,,,,False,,,,3728.0,,2.0
P,,2155.0,,,,,False,,,,3729.0,,1.0
P,,2156.0,,,,,False,,,,3730.0,,2.0
P,,2157.0,,,,,False,,,,3735.0,,1.0
P,,2158.0,,,,,False,,,,3737.0,,4.0
P,,2159.0,,,,,False,,,,3738.0,,0.0
P,,2160.0,,,,,False,,,,3739.0,,0.0
P,,2161.0,,,,,False,,,,3741.0,,1.0
P,,2162.0,,,,,False,,,,3745.0,,4.0
P,,2163.0,,,,,False,,,,3746.0,,5.0
P,,2164.0,,,,,False,,,,3749.0,,5.0
P,,2165.0,,,,,False,,,,3751.0,,0.0
P,,2166.0,,,,,False,,,,3754.0,,2.0
P,,2167.0,,,,,False,,,,3755.0,,2.0
P,,2168.0,,,,,False,,,,3756.0,,5.0
P,,2169.0,,,,,False,,,,3757.0,,2.0
P,,2170.0,,,,,False,,,,3758.0,,1.0
P,,2171.0,,,,,False,,,,3759.0,,4.0
P,,2172.0,,,,,False,,,,3760.0,,1.0
P,,2173.0,,,,,False,,,,3761.0,,0.0
P,,2174.0,,,,,False,,,,3762.0,,2.0
P,,2175.0,,,,,False,,,,3766.0,,1.0
P,,2176.0,,,,,False,,,,3767.0,,2.0
P,,2177.0,,,,,False,,,,3768.0,,0.0
P,,2178.0,,,,,False,,,,3770.0,,4.0
P,,2179.0,,,,,False,,,,3771.0,,4.0
P,,2180.0,,,,,False,,,,3772.0,,0.0
P,,2181.0,,,,,False,,,,3773.0,,3.0
P,,2182.0,,,,,False,,,,3776.0,,2.0
P,,2183.0,,,,,False,,,,3778.0,,2.0
P,,2184.0,,,,,False,,,,3779.0,,2.0
P,,2185.0,,,,,False,,,,3780.0,,0.0
P,,2186.0,,,,,False,,,,3782.0,,2.0
P,,2187.0,,,,,False,,,,3784.0,,1.0
P,,2188.0,,,,,False,,,,3788.0,,2.0
P,,2189.0,,,,,False,,,,3789.0,,4.0
P,,2190.0,,,,,False,,,,3791.0,,4.0
P,,2191.0,,,,,False,,,,3792.0,,3.0
P,,2192.0,,,,,False,,,,3794.0,,4.0
P,,2193.0,,,,,False,,,,3796.0,,0.0
P,,2194.0,,,,,False,,,,3797.0,,1.0
P,,2195.0,,,,,False,,,,3799.0,,0.0
P,,2196.0,,,,,False,,,,3800.0,,4.0
P,,2197.0,,,,,False,,,,3807.0,,2.0
P,,2198.0,,,,,False,,,,3809.0,,1.0
P,,2199.0,,,,,False,,,,3811.0,,2.0
P,,2200.0,,,,,False,,,,3812.0,,1.0
P,,2201.0,,,,,False,,,,3813.0,,1.0
P,,2202.0,,,,,False,,,,3814.0,,0.0
P,,2203.0,,,,,False,,,,3815.0,,1.0
P,,2204.0,,,,,False,,,,3816.0,,1.0
P,,2205.0,,,,,False,,,,3817.0,,2.0
P,,2206.0,,,,,False,,,,3819.0,,3.0
P,,2207.0,,,,,False,,,,3820.0,,1.0
P,,2208.0,,,,,False,,,,3821.0,,1.0
P,,2209.0,,,,,False,,,,3822.0,,1.0
P,,2210.0,,,,,False,,,,3824.0,,4.0
P,,2211.0,,,,,False,,,,3827.0,,2.0
P,,2212.0,,,,,False,,,,3829.0,,5.0
P,,2213.0,,,,,False,,,,3830.0,,2.0
P,,2214.0,,,,,False,,,,3831.0,,2.0
P,,2215.0,,,,,False,,,,3834.0,,1.0
P,,2216.0,,,,,False,,,,3836.0,,0.0
P,,2217.0,,,,,False,,,,3837.0,,1.0
P,,2218.0,,,,,False,,,,3839.0,,3.0
P,,2219.0,,,,,False,,,,3844.0,,2.0
P,,2220.0,,,,,False,,,,3845.0,,5.0
P,,2221.0,,,,,False,,,,3846.0,,4.0
P,,2222.0,,,,,False,,,,3847.0,,1.0
P,,2223.0,,,,,False,,,,3853.0,,0.0
P,,2224.0,,,,,False,,,,3854.0,,1.0
P,,2225.0,,,,,False,,,,3855.0,,1.0
P,,2226.0,,,,,False,,,,3856.0,,0.0
P,,2227.0,,,,,False,,,,3859.0,,2.0
P,,2228.0,,,,,False,,,,3860.0,,1.0
P,,2229.0,,,,,False,,,,3864.0,,5.0
P,,2230.0,,,,,False,,,,3866.0,,5.0
P,,2231.0,,,,,False,,,,3870.0,,2.0
P,,2232.0,,,,,False,,,,3871.0,,0.0
P,,2233.0,,,,,False,,,,3872.0,,2.0
P,,2234.0,,,,,False,,,,3877.0,,3.0
P,,2235.0,,,,,False,,,,3878.0,,1.0
P,,2236.0,,,,,False,,,,3879.0,,1.0
P,,2237.0,,,,,False,,,,3880.0,,1.0
P,,2238.0,,,,,False,,,,3882.0,,1.0
P,,2239.0,,,,,False,,,,3883.0,,1.0
P,,2240.0,,,,,False,,,,3887.0,,2.0
P,,2241.0,,,,,False,,,,3888.0,,1.0
P,,2242.0,,,,,False,,,,3889.0,,3.0
P,,2243.0,,,,,False,,,,3891.0,,1.0
P,,2244.0,,,,,False,,,,3892.0,,2.0
P,,2245.0,,,,,False,,,,3896.0,,0.0
P,,2246.0,,,,,False,,,,3898.0,,2.0
P,,2247.0,,,,,False,,,,3899.0,,2.0
P,,2248.0,,,,,False,,,,3900.0,,3.0
P,,2249.0,,,,,False,,,,3901.0,,4.0
P,,2250.0,,,,,False,,,,3905.0,,2.0
P,,2251.0,,,,,False,,,,3909.0,,0.0
P,,2252.0,,,,,False,,,,3910.0,,0.0
P,,2253.0,,,,,False,,,,3911.0,,0.0
P,,2254.0,,,,,False,,,,3914.0,,1.0
P,,2255.0,,,,,False,,,,3916.0,,5.0
P,,2256.0,,,,,False,,,,3918.0,,2.0
P,,2257.0,,,,,False,,,,3920.0,,5.0
P,,2258.0,,,,,False,,,,3921.0,,5.0
P,,2259.0,,,,,False,,,,3924.0,,0.0
P,,2260.0,,,,,False,,,,3925.0,,2.0
P,,2261.0,,,,,False,,,,3927.0,,5.0
P,,2262.0,,,,,False,,,,3929.0,,0.0
P,,2263.0,,,,,False,,,,3931.0,,4.0
P,,2264.0,,,,,False,,,,3932.0,,1.0
P,,2265.0,,,,,False,,,,3934.0,,2.0
P,,2266.0,,,,,False,,,,3935.0,,4.0
P,,2267.0,,,,,False,,,,3936.0,,5.0
P,,2268.0,,,,,False,,,,3937.0,,2.0
P,,2269.0,,,,,False,,,,3940.0,,1.0
P,,2270.0,,,,,False,,,,3943.0,,1.0
P,,2271.0,,,,,False,,,,3945.0,,2.0
P,,2272.0,,,,,False,,,,3946.0,,0.0
P,,2273.0,,,,,False,,,,3948.0,,0.0
P,,2274.0,,,,,False,,,,3949.0,,4.0
P,,2275.0,,,,,False,,,,3953.0,,0.0
P,,2276.0,,,,,False,,,,3954.0,,2.0
P,,2277.0,,,,,False,,,,3955.0,,5.0
P,,2278.0,,,,,False,,,,3956.0,,2.0
P,,2279.0,,,,,False,,,,3957.0,,1.0
P,,2280.0,,,,,False,,,,3959.0,,3.0
P,,2281.0,,,,,False,,,,3961.0,,5.0
P,,2282.0,,,,,False,,,,3962.0,,3.0
P,,2283.0,,,,,False,,,,3963.0,,1.0
P,,2284.0,,,,,False,,,,3964.0,,0.0
P,,2285.0,,,,,False,,,,3965.0,,1.0
P,,2286.0,,,,,False,,,,3966.0,,3.0
P,,2287.0,,,,,False,,,,3968.0,,1.0
P,,2288.0,,,,,False,,,,3969.0,,2.0
P,,2289.0,,,,,False,,,,3970.0,,2.0
P,,2290.0,,,,,False,,,,3972.0,,1.0
P,,2291.0,,,,,False,,,,3973.0,,4.0
P,,2292.0,,,,,False,,,,3974.0,,3.0
P,,2293.0,,,,,False,,,,3975.0,,4.0
P,,2294.0,,,,,False,,,,3977.0,,1.0
P,,2295.0,,,,,False,,,,3978.0,,1.0
P,,2296.0,,,,,False,,,,3981.0,,1.0
P,,2297.0,,,,,False,,,,3982.0,,1.0
P,,2298.0,,,,,False,,,,3987.0,,0.0
P,,2299.0,,,,,False,,,,3991.0,,1.0
P,,2300.0,,,,,False,,,,3992.0,,2.0
P,,2301.0,,,,,False,,,,3994.0,,4.0
P,,2302.0,,,,,False,,,,3995.0,,0.0
P,,2303.0,,,,,False,,,,3997.0,,0.0
P,,2304.0,,,,,False,,,,3998.0,,4.0
P,,2305.0,,,,,False,,,,3999.0,,2.0
P,,2306.0,,,,,False,,,,4000.0,,1.0
P,,2307.0,,,,,False,,,,4001.0,,1.0
P,,2308.0,,,,,False,,,,4002.0,,1.0
P,,2309.0,,,,,False,,,,4003.0,,1.0
P,,2310.0,,,,,False,,,,4004.0,,1.0
P,,2311.0,,,,,False,,,,4005.0,,1.0
P,,2312.0,,,,,False,,,,4006.0,,1.0
P,,2313.0,,,,,False,,,,4009.0,,5.0
P,,2314.0,,,,,False,,,,4010.0,,5.0
P,,2315.0,,,,,False,,,,4011.0,,3.0
P,,2316.0,,,,,False,,,,4012.0,,2.0
P,,2317.0,,,,,False,,,,4013.0,,1.0
P,,2318.0,,,,,False,,,,4015.0,,2.0
P,,2319.0,,,,,False,,,,4016.0,,1.0
P,,2320.0,,,,,False,,,,4019.0,,1.0
P,,2321.0,,,,,False,,,,4020.0,,2.0
P,,2322.0,,,,,False,,,,4024.0,,5.0
P,,2323.0,,,,,False,,,,4028.0,,2.0
P,,2324.0,,,,,False,,,,4029.0,,1.0
P,,2325.0,,,,,False,,,,4031.0,,3.0
P,,2326.0,,,,,False,,,,4034.0,,2.0
P,,2327.0,,,,,False,,,,4035.0,,1.0
P,,2328.0,,,,,False,,,,4036.0,,2.0
P,,2329.0,,,,,False,,,,4037.0,,2.0
P,,2330.0,,,,,False,,,,4041.0,,1.0
P,,2331.0,,,,,False,,,,4042.0,,4.0
P,,2332.0,,,,,False,,,,4049.0,,2.0
P,,2333.0,,,,,False,,,,4050.0,,1.0
P,,2334.0,,,,,False,,,,4051.0,,2.0
P,,2335.0,,,,,False,,,,4052.0,,2.0
P,,2336.0,,,,,False,,,,4053.0,,1.0
P,,2337.0,,,,,False,,,,4054.0,,1.0
P,,2338.0,,,,,False,,,,4056.0,,0.0
P,,2339.0,,,,,False,,,,4057.0,,2.0
P,,2340.0,,,,,False,,,,4059.0,,2.0
P,,2341.0,,,,,False,,,,4060.0,,1.0
P,,2342.0,,,,,False,,,,4061.0,,5.0
P,,2343.0,,,,,False,,,,4062.0,,5.0
P,,2344.0,,,,,False,,,,4064.0,,2.0
P,,2345.0,,,,,False,,,,4065.0,,1.0
P,,2346.0,,,,,False,,,,4068.0,,2.0
P,,2347.0,,,,,False,,,,4069.0,,4.0
P,,2348.0,,,,,False,,,,4070.0,,4.0
P,,2349.0,,,,,False,,,,4072.0,,1.0
P,,2350.0,,,,,False,,,,4073.0,,0.0
P,,2351.0,,,,,False,,,,4074.0,,2.0
P,,2352.0,,,,,False,,,,4075.0,,1.0
P,,2353.0,,,,,False,,,,4076.0,,0.0
P,,2354.0,,,,,False,,,,4078.0,,1.0
P,,2355.0,,,,,False,,,,4079.0,,1.0
P,,2356.0,,,,,False,,,,4080.0,,2.0
P,,2357.0,,,,,False,,,,4081.0,,5.0
P,,2358.0,,,,,False,,,,4083.0,,0.0
P,,2359.0,,,,,False,,,,4087.0,,2.0
P,,2360.0,,,,,False,,,,4088.0,,3.0
P,,2361.0,,,,,False,,,,4090.0,,0.0
P,,2362.0,,,,,False,,,,4091.0,,4.0
P,,2363.0,,,,,False,,,,4092.0,,4.0
P,,2364.0,,,,,False,,,,4094.0,,0.0
P,,2365.0,,,,,False,,,,4095.0,,0.0
P,,2366.0,,,,,False,,,,4097.0,,0.0
P,,2367.0,,,,,False,,,,4103.0,,1.0
P,,2368.0,,,,,False,,,,4106.0,,3.0
P,,2369.0,,,,,False,,,,4107.0,,2.0
P,,2370.0,,,,,False,,,,4108.0,,5.0
P,,2371.0,,,,,False,,,,4109.0,,0.0
P,,2372.0,,,,,False,,,,4110.0,,1.0
P,,2373.0,,,,,False,,,,4115.0,,4.0
P,,2374.0,,,,,False,,,,4116.0,,1.0
P,,2375.0,,,,,False,,,,4117.0,,2.0
P,,2376.0,,,,,False,,,,4118.0,,2.0
P,,2377.0,,,,,False,,,,4119.0,,2.0
P,,2378.0,,,,,False,,,,4121.0,,2.0
P,,2379.0,,,,,False,,,,4123.0,,0.0
P,,2380.0,,,,,False,,,,4124.0,,0.0
P,,2381.0,,,,,False,,,,4125.0,,3.0
P,,2382.0,,,,,False,,,,4128.0,,2.0
P,,2383.0,,,,,False,,,,4132.0,,1.0
P,,2384.0,,,,,False,,,,4133.0,,1.0
P,,2385.0,,,,,False,,,,4136.0,,1.0
P,,2386.0,,,,,False,,,,4137.0,,1.0
P,,2387.0,,,,,False,,,,4138.0,,1.0
P,,2388.0,,,,,False,,,,4142.0,,1.0
P,,2389.0,,,,,False,,,,4143.0,,1.0
P,,2390.0,,,,,False,,,,4145.0,,3.0
P,,2391.0,,,,,False,,,,4146.0,,4.0
P,,2392.0,,,,,False,,,,4149.0,,0.0
P,,2393.0,,,,,False,,,,4150.0,,3.0
P,,2394.0,,,,,False,,,,4151.0,,0.0
P,,2395.0,,,,,False,,,,4153.0,,0.0
P,,2396.0,,,,,False,,,,4155.0,,1.0
P,,2397.0,,,,,False,,,,4156.0,,0.0
P,,2398.0,,,,,False,,,,4158.0,,1.0
P,,2399.0,,,,,False,,,,4159.0,,1.0
P,,2400.0,,,,,False,,,,4161.0,,2.0
P,,2401.0,,,,,False,,,,4163.0,,2.0
P,,2402.0,,,,,False,,,,4164.0,,2.0
P,,2403.0,,,,,False,,,,4165.0,,0.0
P,,2404.0,,,,,False,,,,4169.0,,3.0
P,,2405.0,,,,,False,,,,4172.0,,2.0
P,,2406.0,,,,,False,,,,4174.0,,1.0
P,,2407.0,,,,,False,,,,4178.0,,2.0
P,,2408.0,,,,,False,,,,4179.0,,0.0
P,,2409.0,,,,,False,,,,4180.0,,0.0
P,,2410.0,,,,,False,,,,4182.0,,3.0
P,,2411.0,,,,,False,,,,4183.0,,0.0
P,,2412.0,,,,,False,,,,4184.0,,4.0
P,,2413.0,,,,,False,,,,4186.0,,5.0
P,,2414.0,,,,,False,,,,4190.0,,5.0
P,,2415.0,,,,,False,,,,4193.0,,0.0
P,,2416.0,,,,,False,,,,4196.0,,0.0
P,,2417.0,,,,,False,,,,4197.0,,0.0
P,,2418.0,,,,,False,,,,4199.0,,5.0
P,,2419.0,,,,,False,,,,4200.0,,2.0
P,,2420.0,,,,,False,,,,4201.0,,1.0
P,,2421.0,,,,,False,,,,4202.0,,1.0
P,,2422.0,,,,,False,,,,4204.0,,4.0
P,,2423.0,,,,,False,,,,4205.0,,2.0
P,,2424.0,,,,,False,,,,4210.0,,2.0
P,,2425.0,,,,,False,,,,4211.0,,1.0
P,,2426.0,,,,,False,,,,4213.0,,1.0
P,,2427.0,,,,,False,,,,4217.0,,4.0
P,,2428.0,,,,,False,,,,4219.0,,3.0
P,,2429.0,,,,,False,,,,4220.0,,4.0
P,,2430.0,,,,,False,,,,4222.0,,4.0
P,,2431.0,,,,,False,,,,4224.0,,0.0
P,,2432.0,,,,,False,,,,4225.0,,1.0
P,,2433.0,,,,,False,,,,4227.0,,1.0
P,,2434.0,,,,,False,,,,4229.0,,2.0
P,,2435.0,,,,,False,,,,4236.0,,1.0
P,,2436.0,,,,,False,,,,4238.0,,2.0
P,,2437.0,,,,,False,,,,4239.0,,3.0
P,,2438.0,,,,,False,,,,4241.0,,0.0
P,,2439.0,,,,,False,,,,4243.0,,4.0
P,,2440.0,,,,,False,,,,4244.0,,0.0
P,,2441.0,,,,,False,,,,4246.0,,2.0
P,,2442.0,,,,,False,,,,4248.0,,5.0
P,,2443.0,,,,,False,,,,4249.0,,1.0
P,,2444.0,,,,,False,,,,4250.0,,0.0
P,,2445.0,,,,,False,,,,4251.0,,2.0
P,,2446.0,,,,,False,,,,4253.0,,0.0
P,,2447.0,,,,,False,,,,4255.0,,2.0
P,,2448.0,,,,,False,,,,4256.0,,4.0
P,,2449.0,,,,,False,,,,4257.0,,1.0
P,,2450.0,,,,,False,,,,4258.0,,1.0
P,,2451.0,,,,,False,,,,4260.0,,3.0
P,,2452.0,,,,,False,,,,4261.0,,1.0
P,,2453.0,,,,,False,,,,4262.0,,1.0
P,,2454.0,,,,,False,,,,4263.0,,3.0
P,,2455.0,,,,,False,,,,4264.0,,1.0
P,,2456.0,,,,,False,,,,4266.0,,3.0
P,,2457.0,,,,,False,,,,4267.0,,4.0
P,,2458.0,,,,,False,,,,4268.0,,2.0
P,,2459.0,,,,,False,,,,4269.0,,2.0
P,,2460.0,,,,,False,,,,4270.0,,4.0
P,,2461.0,,,,,False,,,,4271.0,,0.0
P,,2462.0,,,,,False,,,,4272.0,,1.0
P,,2463.0,,,,,False,,,,4273.0,,1.0
P,,2464.0,,,,,False,,,,4275.0,,3.0
P,,2465.0,,,,,False,,,,4276.0,,0.0
P,,2466.0,,,,,False,,,,4277.0,,1.0
P,,2467.0,,,,,False,,,,4279.0,,0.0
P,,2468.0,,,,,False,,,,4280.0,,4.0
P,,2469.0,,,,,False,,,,4283.0,,0.0
P,,2470.0,,,,,False,,,,4289.0,,0.0
P,,2471.0,,,,,False,,,,4290.0,,1.0
P,,2472.0,,,,,False,,,,4291.0,,1.0
P,,2473.0,,,,,False,,,,4292.0,,0.0
P,,2474.0,,,,,False,,,,4294.0,,4.0
P,,2475.0,,,,,False,,,,4296.0,,2.0
P,,2476.0,,,,,False,,,,4297.0,,5.0
P,,2477.0,,,,,False,,,,4299.0,,4.0
P,,2478.0,,,,,False,,,,4300.0,,4.0
P,,2479.0,,,,,False,,,,4302.0,,1.0
P,,2480.0,,,,,False,,,,4303.0,,1.0
P,,2481.0,,,,,False,,,,4304.0,,5.0
P,,2482.0,,,,,False,,,,4305.0,,5.0
P,,2483.0,,,,,False,,,,4306.0,,0.0
P,,2484.0,,,,,False,,,,4307.0,,0.0
P,,2485.0,,,,,False,,,,4309.0,,0.0
P,,2486.0,,,,,False,,,,4310.0,,0.0
P,,2487.0,,,,,False,,,,4313.0,,0.0
P,,2488.0,,,,,False,,,,4315.0,,0.0
P,,2489.0,,,,,False,,,,4316.0,,4.0
P,,2490.0,,,,,False,,,,4317.0,,5.0
P,,2491.0,,,,,False,,,,4318.0,,2.0
P,,2492.0,,,,,False,,,,4319.0,,1.0
P,,2493.0,,,,,False,,,,4320.0,,2.0
P,,2494.0,,,,,False,,,,4321.0,,3.0
P,,2495.0,,,,,False,,,,4322.0,,4.0
P,,2496.0,,,,,False,,,,4323.0,,2.0
P,,2497.0,,,,,False,,,,4324.0,,1.0
P,,2498.0,,,,,False,,,,4326.0,,2.0
P,,2499.0,,,,,False,,,,4329.0,,0.0
P,,2500.0,,,,,False,,,,4332.0,,2.0
P,,2501.0,,,,,False,,,,4333.0,,3.0
P,,2502.0,,,,,False,,,,4334.0,,0.0
P,,2503.0,,,,,False,,,,4337.0,,1.0
P,,2504.0,,,,,False,,,,4338.0,,2.0
P,,2505.0,,,,,False,,,,4344.0,,5.0
P,,2506.0,,,,,False,,,,4346.0,,1.0
